customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00997,Female,0,Yes,No,4,Yes,DSL,Month-to-month,Yes,Credit card (automatic),53.57,240.06,Yes
C00998,Female,0,Yes,Yes,68,Yes,Fiber optic,Two year,No,Mailed check,108.18,7351.88,Yes
C00999,Male,0,Yes,No,48,No,Fiber optic,Two year,No,Electronic check,85.99,4141.75,Yes
C01000,Female,0,No,Yes,25,Yes,Fiber optic,One year,Yes,Credit card (automatic),89.28,2217.38,Yes
C01001,Male,0,No,No,4,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),109.43,385.91,No
C01002,Male,1,Yes,Yes,21,Yes,No,One year,Yes,Mailed check,63.74,1454.64,No
C01003,Male,0,Yes,No,12,Yes,DSL,One year,Yes,Bank transfer (automatic),85.0,1015.17,No
C01004,Male,0,Yes,Yes,27,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),93.96,2696.84,No
C01005,Male,0,Yes,No,32,Yes,DSL,Two year,Yes,Bank transfer (automatic),64.3,2078.85,No
C01006,Female,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),26.51,613.22,Yes
C01007,Male,0,Yes,Yes,17,Yes,No,One year,Yes,Electronic check,96.69,1628.27,No
C01008,Female,0,No,No,29,Yes,DSL,Two year,Yes,Mailed check,22.88,633.87,No
C01009,Female,0,Yes,Yes,25,Yes,DSL,Month-to-month,Yes,Credit card (automatic),91.23,2266.42,Yes
C01010,Male,0,Yes,Yes,15,No,Fiber optic,Month-to-month,Yes,Mailed check,110.91,1622.03,No
C01011,Male,0,Yes,Yes,38,Yes,Fiber optic,Two year,No,Mailed check,53.39,1982.59,No
C01012,Female,1,Yes,No,32,Yes,Fiber optic,Month-to-month,No,Mailed check,28.41,998.35,No
C01013,Male,0,Yes,No,25,Yes,DSL,Month-to-month,Yes,Credit card (automatic),41.75,1083.74,No
C01014,Male,0,No,Yes,47,Yes,DSL,Month-to-month,No,Mailed check,75.35,3616.36,No
C01015,Female,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),114.15,7361.84,Yes
C01016,Female,0,Yes,No,37,No,DSL,Month-to-month,Yes,Credit card (automatic),70.25,2569.18,No
C01017,Male,1,Yes,No,1,Yes,No,Month-to-month,Yes,Electronic check,29.5,0.0,Yes
C01018,Female,0,No,No,5,Yes,DSL,Two year,No,Bank transfer (automatic),82.03,387.14,Yes
C01019,Male,0,No,Yes,45,Yes,Fiber optic,One year,Yes,Credit card (automatic),92.75,4178.34,No
C01020,Male,1,No,Yes,49,Yes,DSL,One year,Yes,Bank transfer (automatic),58.11,2904.61,No
C01021,Male,0,No,Yes,37,Yes,DSL,Month-to-month,Yes,Mailed check,91.59,3386.1,Yes
C01022,Female,1,Yes,Yes,17,Yes,Fiber optic,One year,No,Bank transfer (automatic),51.13,1017.53,No
C01023,Female,0,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),98.49,2539.11,No
C01024,Female,0,Yes,No,40,Yes,DSL,One year,No,Bank transfer (automatic),52.79,2141.15,No
C01025,Female,0,No,Yes,71,Yes,DSL,Month-to-month,Yes,Mailed check,44.12,3102.59,No
C01026,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Yes,Mailed check,107.68,1743.19,Yes
C01027,Male,1,Yes,No,61,Yes,Fiber optic,Two year,No,Credit card (automatic),73.94,4504.06,Yes
C01028,Male,0,No,Yes,28,No,Fiber optic,One year,Yes,Credit card (automatic),47.09,1306.09,Yes
C01029,Male,0,No,No,57,Yes,DSL,One year,No,Electronic check,113.38,6431.72,Yes
C01030,Male,0,No,Yes,69,No,Fiber optic,One year,No,Mailed check,88.47,6111.81,Yes
C01031,Female,0,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Electronic check,40.51,892.52,Yes
C01032,Male,0,Yes,Yes,5,Yes,No,One year,Yes,Mailed check,80.69,354.7,No
C01033,Female,1,No,Yes,25,Yes,No,Month-to-month,No,Bank transfer (automatic),106.78,2667.07,No
C01034,Male,0,Yes,No,38,Yes,DSL,One year,No,Electronic check,89.01,3407.04,No
C01035,Female,0,No,Yes,11,Yes,DSL,Two year,Yes,Electronic check,42.97,506.81,No
C01036,Female,0,No,No,13,Yes,DSL,One year,Yes,Electronic check,84.18,1187.49,Yes
C01037,Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.15,1733.08,Yes
C01038,Male,0,No,Yes,50,Yes,No,Month-to-month,Yes,Credit card (automatic),101.73,5066.5,Yes
C01039,Male,0,No,Yes,22,Yes,Fiber optic,One year,Yes,Electronic check,36.17,767.34,Yes
C01040,Male,1,No,No,47,Yes,DSL,Two year,No,Credit card (automatic),89.36,4170.91,Yes
C01041,Female,0,Yes,No,70,Yes,Fiber optic,One year,No,Mailed check,20.79,1423.5,No
C01042,Male,0,No,Yes,49,No,DSL,Month-to-month,No,Electronic check,89.01,4372.28,No
C01043,Male,0,No,No,12,Yes,DSL,Month-to-month,No,Mailed check,115.96,1412.55,Yes
C01044,Female,1,No,Yes,9,Yes,Fiber optic,One year,Yes,Credit card (automatic),35.79,363.34,Yes
C01045,Male,0,No,No,54,Yes,DSL,One year,No,Credit card (automatic),49.75,2719.75,No
C01046,Male,0,No,No,8,Yes,DSL,Two year,Yes,Electronic check,77.45,681.91,No
C01047,Male,0,No,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),92.7,4694.25,Yes
C01048,Male,0,No,Yes,1,Yes,DSL,One year,Yes,Bank transfer (automatic),53.13,134.95,No
C01049,Male,0,Yes,Yes,24,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),85.75,2026.52,Yes
C01050,Female,0,Yes,Yes,12,Yes,DSL,One year,Yes,Electronic check,109.73,1334.16,Yes
C01051,Male,0,No,Yes,50,Yes,No,Two year,No,Mailed check,92.11,4595.76,No
C01052,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,Yes,Mailed check,90.52,5158.45,Yes
C01053,Male,1,Yes,No,33,Yes,DSL,Month-to-month,Yes,Mailed check,56.96,1913.29,No
C01054,Male,0,No,Yes,34,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),110.97,3701.06,No
C01055,Male,0,Yes,Yes,2,Yes,DSL,One year,No,Credit card (automatic),46.29,51.04,No
C01056,Female,0,No,Yes,58,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),38.94,2295.98,Yes
C01057,Male,0,No,No,69,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),55.15,3805.24,No
C01058,Female,0,No,Yes,47,Yes,No,One year,Yes,Bank transfer (automatic),84.32,3950.21,No
C01059,Female,0,No,Yes,63,Yes,Fiber optic,Two year,No,Mailed check,105.89,6615.02,No
C01060,Male,0,No,No,18,Yes,No,Month-to-month,Yes,Mailed check,31.47,553.98,No
C01061,Male,0,Yes,No,66,Yes,No,Two year,No,Mailed check,101.01,6700.71,No
C01062,Male,0,No,No,72,No,No,Month-to-month,No,Electronic check,100.91,7237.35,Yes
C01063,Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.87,379.68,Yes
C01064,Female,0,No,Yes,66,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),95.59,6362.78,Yes
C01065,Male,0,No,No,10,Yes,Fiber optic,Two year,No,Electronic check,36.55,348.0,Yes
C01066,Male,0,No,No,67,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),35.3,2335.38,No
C01067,Male,0,Yes,Yes,68,Yes,DSL,One year,Yes,Bank transfer (automatic),106.01,7070.46,No
C01068,Male,0,No,Yes,0,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),68.81, ,No
C01069,Male,0,No,Yes,62,Yes,Fiber optic,Two year,Yes,Credit card (automatic),43.09,2614.66,No
C01070,Male,0,No,No,28,Yes,No,Two year,No,Mailed check,88.25,2399.45,No
C01071,Female,0,No,Yes,11,Yes,DSL,One year,No,Electronic check,108.97,1196.87,Yes
C01072,Female,0,Yes,No,40,Yes,DSL,Two year,Yes,Mailed check,82.5,3315.6,No
C01073,Male,1,No,No,1,No,Fiber optic,One year,Yes,Electronic check,53.43,144.16,No
C01074,Male,1,Yes,No,36,Yes,Fiber optic,Two year,Yes,Electronic check,67.29,2425.76,No
C01075,Male,1,No,Yes,44,Yes,DSL,Month-to-month,No,Credit card (automatic),94.73,4066.44,Yes
C01076,Female,0,Yes,No,47,Yes,No,Month-to-month,Yes,Mailed check,24.89,1132.44,No
C01077,Male,0,Yes,Yes,23,Yes,Fiber optic,One year,No,Mailed check,40.15,953.98,Yes
C01078,Female,1,No,Yes,21,Yes,Fiber optic,Month-to-month,No,Electronic check,65.18,1364.71,No
C01079,Male,0,No,Yes,10,Yes,No,Month-to-month,No,Electronic check,79.63,839.14,No
C01080,Male,0,Yes,No,57,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),52.59,2971.94,Yes
C01081,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),48.44,2237.4,No
C01082,Male,0,No,No,28,Yes,No,One year,Yes,Mailed check,22.22,634.46,No
C01083,Female,1,No,Yes,34,Yes,DSL,Month-to-month,Yes,Mailed check,21.33,738.79,No
C01084,Female,0,Yes,No,14,Yes,Fiber optic,Two year,No,Credit card (automatic),46.43,657.52,No
C01085,Male,0,No,No,59,No,DSL,Two year,No,Credit card (automatic),72.11,4216.23,Yes
C01086,Male,0,No,No,41,Yes,DSL,Two year,Yes,Mailed check,74.75,3061.89,Yes
C01087,Female,0,No,No,42,Yes,No,Month-to-month,No,Mailed check,68.39,2887.07,No
C01088,Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,No,Electronic check,59.81,2800.85,No
C01089,Female,0,No,Yes,63,Yes,Fiber optic,Two year,No,Bank transfer (automatic),43.73,2758.97,No
C01090,Female,0,Yes,Yes,31,Yes,No,Two year,Yes,Mailed check,58.87,1885.71,No
C01091,Male,1,No,Yes,63,Yes,No,One year,Yes,Credit card (automatic),32.15,2047.14,No
C01092,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Yes,Electronic check,29.76,98.12,Yes
C01093,Male,0,No,No,23,Yes,Fiber optic,One year,No,Electronic check,48.59,1137.96,No
C01094,Female,0,No,Yes,65,Yes,DSL,One year,Yes,Credit card (automatic),119.53,7724.57,No
C01095,Female,0,Yes,No,37,Yes,DSL,Month-to-month,Yes,Credit card (automatic),51.3,1937.64,No
C01096,Female,0,Yes,Yes,30,Yes,Fiber optic,One year,Yes,Electronic check,113.52,3348.55,No
C01097,Female,0,Yes,Yes,25,Yes,Fiber optic,Two year,No,Credit card (automatic),58.01,1439.83,No
C01098,Female,0,No,Yes,28,Yes,Fiber optic,One year,No,Electronic check,62.78,1744.04,No
C01099,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),99.3,6519.89,Yes
C01100,Male,1,No,No,24,Yes,No,One year,No,Electronic check,27.55,780.15,No
C01101,Female,0,No,Yes,47,Yes,Fiber optic,Two year,No,Mailed check,36.6,1716.57,No
C01102,Female,0,Yes,No,64,Yes,Fiber optic,One year,Yes,Mailed check,117.33,7599.62,No
C01103,Male,0,No,Yes,52,Yes,DSL,One year,Yes,Credit card (automatic),69.6,3636.38,No
C01104,Female,0,No,Yes,66,No,DSL,One year,No,Bank transfer (automatic),22.52,1445.27,Yes
C01105,Female,0,No,Yes,17,Yes,DSL,One year,No,Mailed check,22.83,367.63,No
C01106,Male,1,No,No,8,Yes,Fiber optic,One year,Yes,Electronic check,110.54,882.4,Yes
C01107,Female,1,No,Yes,37,Yes,DSL,Month-to-month,No,Bank transfer (automatic),107.08,3944.87,Yes
C01108,Female,0,No,Yes,20,Yes,Fiber optic,Month-to-month,No,Electronic check,64.76,1281.5,Yes
C01109,Male,1,No,Yes,64,Yes,Fiber optic,Month-to-month,No,Electronic check,34.65,2246.29,Yes
C01110,Male,0,Yes,No,20,Yes,DSL,Month-to-month,No,Mailed check,102.69,2072.07,No
C01111,Male,0,No,Yes,26,Yes,DSL,Month-to-month,No,Credit card (automatic),51.11,1363.36,Yes
C01112,Female,0,No,No,69,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),60.74,4267.39,Yes
C01113,Male,1,No,Yes,43,Yes,Fiber optic,Two year,Yes,Electronic check,87.61,3743.66,No
C01114,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,No,Mailed check,54.05,1515.04,Yes
C01115,Male,0,Yes,Yes,44,Yes,Fiber optic,Month-to-month,No,Electronic check,82.12,3682.96,Yes
C01116,Male,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),108.3,1797.5,Yes
C01117,Male,0,Yes,No,39,Yes,No,One year,No,Electronic check,99.33,3785.87,No
C01118,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,56.92,203.72,Yes
C01119,Female,1,Yes,Yes,65,Yes,No,Month-to-month,No,Electronic check,47.37,3047.23,No
C01120,Female,0,Yes,No,45,Yes,DSL,Month-to-month,Yes,Mailed check,47.12,2028.37,No
C01121,Male,0,No,Yes,29,Yes,Fiber optic,Two year,Yes,Credit card (automatic),53.56,1641.9,No
C01122,Male,1,Yes,Yes,68,Yes,Fiber optic,Two year,No,Mailed check,68.34,4672.79,No
C01123,Male,0,Yes,Yes,8,Yes,DSL,Two year,No,Bank transfer (automatic),60.49,511.66,No
C01124,Female,1,No,No,10,No,DSL,Month-to-month,Yes,Mailed check,31.57,299.1,Yes
C01125,Female,0,Yes,Yes,68,Yes,Fiber optic,One year,No,Bank transfer (automatic),34.67,2366.66,No
C01126,Female,0,No,No,65,Yes,DSL,One year,Yes,Bank transfer (automatic),52.98,3436.73,No
C01127,Female,0,No,Yes,30,Yes,DSL,Month-to-month,No,Electronic check,75.33,2228.69,No
C01128,Female,1,Yes,No,32,Yes,No,Month-to-month,No,Bank transfer (automatic),78.45,2511.55,Yes
C01129,Female,0,No,No,38,Yes,No,Month-to-month,No,Mailed check,67.59,2574.08,No
C01130,Female,0,Yes,Yes,45,Yes,Fiber optic,One year,Yes,Credit card (automatic),93.36,4135.12,No
C01131,Female,0,Yes,No,36,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.2,3357.98,No
C01132,Female,0,No,Yes,59,Yes,No,Month-to-month,No,Credit card (automatic),61.62,3546.2,No
C01133,Male,0,No,Yes,30,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),30.69,1016.72,Yes
C01134,Male,0,Yes,Yes,10,Yes,DSL,One year,No,Electronic check,72.08,715.67,No
C01135,Male,1,No,Yes,1,Yes,No,Two year,Yes,Bank transfer (automatic),56.91,3.34,No
C01136,Male,0,No,Yes,26,Yes,Fiber optic,One year,No,Bank transfer (automatic),32.07,859.48,No
C01137,Female,0,Yes,No,1,Yes,Fiber optic,One year,Yes,Credit card (automatic),118.15,80.82,Yes
C01138,Female,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Yes,Mailed check,55.72,1112.94,Yes
C01139,Male,1,No,No,57,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.83,4687.09,No
C01140,Female,0,Yes,No,4,Yes,No,Month-to-month,Yes,Electronic check,67.99,221.13,Yes
C01141,Male,0,Yes,Yes,51,Yes,DSL,Two year,Yes,Electronic check,32.57,1758.56,No
C01142,Female,0,Yes,No,44,Yes,No,Two year,Yes,Electronic check,23.67,1143.73,No
C01143,Male,0,Yes,Yes,19,Yes,No,One year,No,Mailed check,81.83,1528.5,No
C01144,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,No,Electronic check,43.2,2535.83,Yes
C01145,Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),42.85,1558.95,No
C01146,Male,0,Yes,No,19,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),115.61,2172.76,Yes
C01147,Female,0,No,Yes,24,Yes,DSL,Two year,Yes,Electronic check,65.1,1617.92,No
C01148,Male,0,Yes,No,1,Yes,DSL,One year,No,Electronic check,21.0,0.0,No
C01149,Male,0,No,Yes,31,Yes,Fiber optic,Two year,No,Mailed check,52.66,1574.38,No
C01150,Male,0,No,No,25,Yes,Fiber optic,One year,No,Mailed check,77.62,1945.58,Yes
C01151,Male,0,No,No,69,Yes,DSL,Month-to-month,No,Electronic check,51.51,3479.65,No
C01152,Female,0,Yes,No,40,Yes,DSL,Month-to-month,Yes,Mailed check,20.74,883.0,No
C01153,Female,0,Yes,No,66,Yes,No,Month-to-month,No,Bank transfer (automatic),63.32,4209.12,No
C01154,Female,0,No,Yes,0,Yes,Fiber optic,One year,No,Electronic check,28.8, ,No
C01155,Male,0,Yes,Yes,50,Yes,No,Month-to-month,No,Mailed check,81.15,4032.96,Yes
C01156,Female,0,No,No,4,Yes,DSL,One year,Yes,Credit card (automatic),81.2,337.24,No
C01157,Male,0,Yes,No,12,Yes,Fiber optic,One year,No,Electronic check,21.85,207.05,No
C01158,Female,0,Yes,Yes,18,No,DSL,Month-to-month,Yes,Electronic check,47.65,818.31,No
C01159,Female,0,No,Yes,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),60.2,650.93,Yes
C01160,Female,0,No,Yes,47,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),74.13,3418.17,No
C01161,Male,0,No,Yes,24,Yes,DSL,One year,Yes,Mailed check,48.2,1134.08,No
C01162,Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),47.35,2597.95,No
C01163,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),118.27,4092.49,Yes
C01164,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,No,Electronic check,22.27,68.91,Yes
C01165,Female,1,Yes,Yes,21,Yes,Fiber optic,One year,No,Bank transfer (automatic),118.88,2449.14,No
C01166,Male,0,Yes,Yes,56,Yes,DSL,Month-to-month,No,Mailed check,22.87,1314.44,Yes
C01167,Female,0,No,Yes,46,Yes,Fiber optic,One year,No,Credit card (automatic),47.41,2149.44,No
C01168,Male,0,No,Yes,53,Yes,No,Two year,No,Electronic check,68.36,3567.96,No
C01169,Male,0,No,Yes,2,No,No,One year,Yes,Credit card (automatic),32.62,109.62,No
C01170,Female,0,Yes,No,52,Yes,No,Month-to-month,Yes,Credit card (automatic),31.75,1634.84,No
C01171,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,No,Mailed check,44.14,1366.25,Yes
C01172,Male,0,No,No,68,Yes,Fiber optic,One year,No,Mailed check,117.3,7975.65,Yes
C01173,Male,1,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Mailed check,56.77,1823.1,No
C01174,Male,0,Yes,Yes,71,No,DSL,One year,No,Mailed check,75.73,5404.99,No
C01175,Male,0,No,Yes,49,Yes,No,Two year,Yes,Electronic check,89.84,4370.42,No
C01176,Male,0,No,No,15,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),93.71,1365.14,No
C01177,Female,0,No,Yes,38,Yes,DSL,Month-to-month,No,Bank transfer (automatic),88.18,3410.93,Yes
C01178,Male,0,Yes,Yes,45,Yes,DSL,Month-to-month,No,Electronic check,52.37,2385.6,No
C01179,Male,0,Yes,No,46,Yes,No,Month-to-month,Yes,Credit card (automatic),29.4,1349.03,No
C01180,Female,0,Yes,Yes,43,Yes,DSL,One year,Yes,Electronic check,46.74,2049.61,No
C01181,Female,0,Yes,No,8,No,DSL,Month-to-month,No,Bank transfer (automatic),39.45,342.61,Yes
C01182,Female,0,Yes,No,49,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),31.9,1610.27,No
C01183,Female,0,No,Yes,59,No,DSL,Month-to-month,Yes,Electronic check,20.5,1152.36,No
C01184,Female,0,Yes,No,14,Yes,No,Month-to-month,Yes,Mailed check,113.44,1584.95,Yes
C01185,Female,1,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),111.95,3974.74,No
C01186,Female,1,Yes,No,62,Yes,Fiber optic,Month-to-month,No,Electronic check,23.14,1518.54,No
C01187,Male,0,No,Yes,68,Yes,No,One year,No,Bank transfer (automatic),35.65,2397.4,No
C01188,Male,0,No,No,40,Yes,Fiber optic,Month-to-month,No,Mailed check,32.23,1297.16,Yes
C01189,Female,0,No,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),46.68,1074.61,No
C01190,Male,0,Yes,No,48,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),38.82,1801.15,No
C01191,Male,1,No,No,17,Yes,Fiber optic,Two year,No,Credit card (automatic),114.48,1931.78,No
C01192,Male,0,No,No,6,No,DSL,Month-to-month,Yes,Mailed check,26.59,80.61,No
C01193,Female,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),39.59,110.4,Yes
C01194,Female,0,Yes,Yes,68,No,No,One year,Yes,Mailed check,26.23,1731.74,No
C01195,Male,0,No,No,59,Yes,Fiber optic,Month-to-month,Yes,Electronic check,118.0,6970.5,Yes
C01196,Female,0,Yes,Yes,54,Yes,No,Month-to-month,Yes,Electronic check,111.68,6015.23,Yes
C01197,Male,1,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),91.1,1350.21,Yes
C01198,Male,0,No,Yes,28,Yes,Fiber optic,Month-to-month,No,Mailed check,61.45,1798.27,No
C01199,Male,0,Yes,No,22,No,No,One year,No,Mailed check,37.4,826.34,No
C01200,Male,1,No,Yes,13,Yes,DSL,Two year,No,Credit card (automatic),40.59,621.58,No
C01201,Female,0,Yes,No,48,Yes,Fiber optic,One year,No,Credit card (automatic),63.19,3055.44,No
C01202,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.36,3124.3,Yes
C01203,Female,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.0,1036.52,No
C01204,Male,0,No,No,20,Yes,DSL,One year,Yes,Credit card (automatic),49.7,959.32,No
C01205,Female,1,Yes,Yes,16,No,DSL,Month-to-month,No,Electronic check,79.19,1267.9,Yes
C01206,Male,0,No,No,22,Yes,DSL,Month-to-month,Yes,Credit card (automatic),42.25,990.15,No
C01207,Female,1,Yes,Yes,56,Yes,Fiber optic,One year,Yes,Mailed check,77.59,4326.89,Yes
C01208,Male,0,No,Yes,57,Yes,No,Two year,Yes,Mailed check,57.49,3205.36,No
C01209,Male,1,Yes,No,13,Yes,No,Month-to-month,No,Credit card (automatic),21.51,299.53,Yes
C01210,Male,0,Yes,Yes,19,Yes,Fiber optic,Two year,Yes,Credit card (automatic),59.08,1125.72,No
C01211,Female,0,No,Yes,29,No,No,Month-to-month,Yes,Electronic check,111.79,3214.36,Yes
C01212,Female,0,No,Yes,18,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),47.9,843.55,Yes
C01213,Female,1,No,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,50.93,2604.81,Yes
C01214,Female,0,No,Yes,55,Yes,Fiber optic,One year,Yes,Mailed check,24.73,1406.35,No
C01215,Male,0,No,Yes,22,Yes,Fiber optic,Two year,No,Credit card (automatic),80.73,1777.23,No
C01216,Female,0,Yes,No,61,Yes,DSL,One year,Yes,Mailed check,104.62,6393.84,No
C01217,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),54.0,1698.18,No
C01218,Male,1,No,Yes,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,42.51,789.48,No
C01219,Male,0,Yes,No,72,Yes,Fiber optic,One year,Yes,Mailed check,115.57,8332.08,No
C01220,Male,0,No,Yes,32,Yes,No,Month-to-month,No,Electronic check,94.0,2900.94,No
C01221,Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),75.85,2374.35,No
C01222,Male,0,Yes,Yes,60,Yes,DSL,Two year,No,Mailed check,49.16,2936.38,No
C01223,Male,0,No,No,53,Yes,Fiber optic,One year,No,Bank transfer (automatic),40.52,2139.36,No
C01224,Male,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.01,1505.84,Yes
C01225,Female,0,No,No,18,Yes,DSL,Month-to-month,No,Electronic check,71.22,1286.39,Yes
C01226,Male,0,Yes,No,69,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),71.1,4991.52,No
C01227,Female,0,No,Yes,33,Yes,Fiber optic,One year,Yes,Mailed check,25.52,847.44,No
C01228,Female,0,Yes,No,24,No,No,Two year,Yes,Mailed check,70.24,1662.43,No
C01229,Male,0,No,No,67,Yes,Fiber optic,One year,No,Electronic check,101.92,6737.98,Yes
C01230,Male,0,Yes,No,10,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.57,1109.81,Yes
C01231,Female,0,No,No,15,No,No,Month-to-month,Yes,Electronic check,28.88,417.09,No
C01232,Male,1,Yes,No,60,Yes,DSL,Two year,No,Electronic check,82.38,5016.11,No
C01233,Male,1,Yes,Yes,6,Yes,Fiber optic,Two year,Yes,Credit card (automatic),75.97,432.79,Yes
C01234,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Mailed check,108.81,1714.25,Yes
C01235,Female,0,Yes,Yes,15,Yes,DSL,Month-to-month,Yes,Mailed check,94.63,1362.03,No
C01236,Male,1,Yes,Yes,39,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),116.46,4503.32,No
C01237,Female,0,Yes,Yes,11,Yes,Fiber optic,Two year,Yes,Mailed check,115.92,1331.47,No
C01238,Male,0,No,Yes,34,Yes,DSL,One year,Yes,Mailed check,41.02,1364.92,No
C01239,Male,0,No,Yes,20,No,No,One year,Yes,Mailed check,91.99,1894.76,No
C01240,Male,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),72.11,3492.07,Yes
C01241,Female,0,Yes,No,42,Yes,No,Month-to-month,No,Credit card (automatic),39.89,1639.08,Yes
C01242,Male,0,Yes,No,16,Yes,DSL,Month-to-month,No,Electronic check,37.88,638.17,Yes
C01243,Male,1,Yes,No,31,Yes,No,Two year,Yes,Bank transfer (automatic),26.27,773.75,No
C01244,Male,1,No,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.15,3952.28,Yes
C01245,Female,0,Yes,No,5,Yes,DSL,One year,Yes,Credit card (automatic),51.1,275.24,No
C01246,Female,0,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.41,2728.03,No
C01247,Female,0,No,No,19,Yes,Fiber optic,Two year,Yes,Credit card (automatic),80.05,1492.82,No
C01248,Female,0,Yes,Yes,24,Yes,Fiber optic,Two year,No,Mailed check,86.71,2020.68,No
C01249,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),47.75,3176.22,Yes
C01250,Male,0,No,Yes,8,Yes,DSL,Two year,Yes,Credit card (automatic),64.64,598.93,Yes
C01251,Female,1,No,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,60.06,3139.59,No
C01252,Female,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,No,Mailed check,42.04,2510.79,Yes
C01253,Female,0,Yes,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Mailed check,102.92,3799.18,Yes
C01254,Male,1,Yes,Yes,2,Yes,Fiber optic,Two year,No,Bank transfer (automatic),81.45,204.51,No
C01255,Female,0,No,No,69,Yes,No,Two year,No,Bank transfer (automatic),21.82,1557.17,No
C01256,Female,0,No,No,54,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),101.63,5461.01,No
C01257,Male,0,Yes,Yes,0,Yes,Fiber optic,One year,Yes,Mailed check,28.82, ,Yes
